English.name	Scientific.name	sheet	choice	cellcontent	value
"Poplar - Hybrid poplar \Remus\"""""	Populus euramericana	2_Light	Neutral	"""-- (SVD)"""	1
Poplar - Black poplar	Populus nigra L.	2_Light	Neutral	"""--(FTA)"""	1
Poplar - Aspen	Populus tremula L.	2_Light	Neutral	"""--(FE)"""	1
Poplar - Grey poplar	Populus x canescens (Ait.) Smith.	2_Light	Neutral	"""--(FE)"""	1
Bird cherry	Prunus padus L. 	2_Light	Neutral	"""(+)(IBB)"""	7
Blackthorn	Prunus spinosa L.	2_Light	Neutral	"""(-)(SVD)"""	3
Wild cherry	Prunus avium	2_Light	Neutral	"""-(FE)"""	2
Bush cherry	Prunus x fruticans	2_Light	Neutral	"""(-)(SVD)"""	3
Common pear	Pyrus communis	2_Light	Neutral	"""--(FE)"""	1
Oak - Sessile oak	Quercus petraea Lieblein	2_Light	Neutral	"""-(FE)"""	2
Oak - English oak	Quercus robur L.	2_Light	Neutral	"""--(FE)"""	1
Black locust	Robinia pseudoacacia	2_Light	Neutral	"""--(FE)"""	1
Buckthorn	Rhamnus cathartica L.	2_Light	Neutral	"""-(SVD)"""	2
Alder buckthorn	Rhamnus frangula L.	2_Light	Neutral	"""(+)(SVD)"""	7
Willow - White willow	Salix alba	2_Light	Neutral	"""--(FE)"""	1
Willow - Goat willow	Salix caprea	2_Light	Neutral	"""(-)(SVD)"""	3
Elder	Sambucus nigra L.	2_Light	Neutral	"""(+)(SVD)"""	7
Red elder	Sambucus racemosa L.	2_Light	Neutral	"""(+)(SVD)"""	7
Whitebeam	Sorbus aria	2_Light	Neutral	"""-(FTA)"""	2
Rowan	Sorbus aucuparia L.	2_Light	Neutral	"""(-)(FE)"""	3
Service tree	Sorbus domestica	2_Light	Neutral	"""--(FTA)"""	1
Swedish whitebeam	Sorbus intermedia	2_Light	Neutral	"""-(SVD)"""	2
Wild service tree	Sorbus torminalis	2_Light	Neutral	"""(-)(FE)"""	3
Western red cedar	Thuja plicata  Donn ex D. Don	2_Light	Neutral	"""++(FE)"""	7
Lime - Small-leaved lime	Tilia cordata Mill.	2_Light	Neutral	"""++(FE)"""	7
Lime - Large-leaved lime	Tilia platyphyllos Scop.	2_Light	Neutral	"""++(FE)"""	7
Lime - Common lime	Tilia x europaea L.	2_Light	Neutral	"""++(FE)"""	7
Elm - Wych elm	Ulmus glabra Huds.	2_Light	Neutral	"""-(SVD)"""	2
Elm - European white elm	Ulmus laevis Pallas.	2_Light	Neutral	"""-(SVD)"""	2
Elm - Field elm	Ulmus minor Mill.	2_Light	Neutral	"""-(SVD)"""	2
Elm spp.	Ulmus spp.	2_Light	Neutral	"""-(SVD)"""	2
Wayfaring tree	Viburnum lantana	2_Light	Neutral	"""(+)(SVD)"""	7
Guelder rose	Viburnum opulus L.	2_Light	Neutral	"""(+)(SVD)"""	7
Maple - Field maple	Acer campestre L.	2_Light	High	"""++ (FE)"""	7
Maple - Norway maple	Acer platanoides	2_Light	High	"""++ (FE)"""	7
Maple - Common maple	Acer pseudoplatanus L.	2_Light	High	"""++ (FE)"""	7
Chestnut - Horse chestnut	Aesculus hippocastanum	2_Light	High	"""++ (FE)"""	7
Alder - Common alder	Alnus glutinosa (L.) Gaertn.	2_Light	High	"""++ (FE,wijs)"""	7
Alder - Grey alder	Alnus incana	2_Light	High	"""++(FTA)"""	7
Alder - Italian alder	Alnus cordata	2_Light	High	"""++(FTA)"""	7
Birch - Silver birch	Betula pendula Roth.	2_Light	High	"""++ (FE)"""	7
Birch - Downy birch	Betula pubescens Ehrh.	2_Light	High	"""++ (FE)"""	7
White, Pignut, and Bitternut Hickory, among others	Carya alba, glabra en cordiformisen andere spp.	2_Light	High	"""++ (FE)"""	7
European hornbeam	Carpinus betulus L.	2_Light	High	"""++ (FE)"""	7
Chestnut - Sweet chestnut	Castanea sativa	2_Light	High	"""++ (FE)"""	7
Atlas cedar	Cedrus atlantica (Endl.) Carr	2_Light	High	"""++ (wijs)"""	7
Cornelian cherry	Cornus mas L.	2_Light	High	"""++ (FTA)"""	7
Dogwood	Cornus sanguinea  L.	2_Light	High	"""++ (FTA)"""	7
Common hazel	Corylus avellana L.	2_Light	High	"""++ (FTA)"""	7
Turkish hazel	Corylus colurna	2_Light	High	"""++ (TUIN)"""	7
Hawthorn	Crataegus monogyna, Crataegus laevigata	2_Light	High	"""++ (wijs)"""	7
Quince	Cydonia oblonga	2_Light	High	"""++ (MCFG, wijs)"""	7
European spindle	Euonymus europaeus L.	2_Light	High	"""++ (wijs)"""	7
European ash	Fraxinus excelsior L.	2_Light	High	"""++ (wijs)"""	7
Sea buckthorn	Hippophae rhamnoides	2_Light	High	"""++ (MCFG)"""	7
Holly	Ilex aquifolium L.	2_Light	High	"""+ (tuin)"""	6
Walnut - Black walnut	Juglans nigra	2_Light	High	"""++ (MCFG, MCNUT, wijs)"""	7
Walnut - Common walnut	Juglans regia	2_Light	High	"""++ (MCFG, wijs)"""	7
Walnut - Hybrid walnut	Juglans x intermedia	2_Light	High	"""++ (FE)"""	7
Tulip tree	Liriodendron tulipifera	2_Light	High	"""++ (FE)"""	7
Wild apple	Malus sylvestris	2_Light	High	"""++ (PVB), ++ (MCFG)"""	7
Medlar	Mespilus spp.	2_Light	High	""" ++ (MCFG)"""	7
Mulberry	Morus spp.	2_Light	High	"""++(APM)"""	7
Pine - Scots pine	Pinus sylvestris L.	2_Light	High	"""++(FE)"""	7
Pine - Austrian pine	Pinus nigra Arn.	2_Light	High	"""++(FE)"""	7
Poplar - White poplar	Populus alba	2_Light	High	"""++(FTA)"""	7
"Poplar - Hybrid poplar \Marilandica\"""""	Populus euramericana	2_Light	High	"""++ (SVD)"""	7
"Poplar - Hybrid poplar \Serotina\"""""	Populus euramericana	2_Light	High	"""++ (SVD)"""	7
"Poplar - Hybrid poplar \Robusta\"""""	Populus euramericana	2_Light	High	"""++ (SVD)"""	7
"Poplar - Hybrid poplar\Regenerata\"""""	Populus euramericana	2_Light	High	"""++ (SVD)"""	7
"Poplar - Hybrid poplar \Blauwe van Eksaarde\"""""	Populus euramericana	2_Light	High	"""++ (SVD)"""	7
"Poplar - Hybrid poplar \Muur\"""""	Populus euramericana	2_Light	High	"""++ (SVD)"""	7
"Poplar - Hybrid poplar \Vesten\"""""	Populus euramericana	2_Light	High	"""++ (SVD)"""	7
"Poplar - Hybrid poplar \Oudenberg\"""""	Populus euramericana	2_Light	High	"""++ (SVD)"""	7
"Poplar - Hybrid poplar \Grimminge\"""""	Populus interamericana	2_Light	High	"""++ (SVD)"""	7
"Poplar - Hybrid poplar \Bakan\"""""	Populus asiamericana	2_Light	High	"""++ (SVD)"""	7
"Poplar - Hybrid poplar \Skado\"""""	Populus asiamericana	2_Light	High	"""++ (SVD)"""	7
"Poplar - Hybrid poplar \Dender\"""""	Populus asiamericana	2_Light	High	"""++ (SVD)"""	7
"Poplar - Hybrid poplar \Marke\"""""	Populus asiamericana	2_Light	High	"""++ (SVD)"""	7
"Poplar - Hybrid poplar \Remus\"""""	Populus euramericana	2_Light	High	"""++ (SVD)"""	7
Poplar - Black poplar	Populus nigra L.	2_Light	High	"""++(FTA)"""	7
Poplar - Aspen	Populus tremula L.	2_Light	High	"""++(FE)"""	7
Poplar - Grey poplar	Populus x canescens (Ait.) Smith.	2_Light	High	"""++(FE)"""	7
Bird cherry	Prunus padus L. 	2_Light	High	"""++(IBB)"""	7
Blackthorn	Prunus spinosa L.	2_Light	High	""" ++ (MCFG)"""	7
Wild cherry	Prunus avium	2_Light	High	"""++(FE)"""	7
Bush cherry	Prunus x fruticans	2_Light	High	"""++(IBB)"""	7
Common pear	Pyrus communis	2_Light	High	"""++(FE)"""	7
Oak - Sessile oak	Quercus petraea Lieblein	2_Light	High	"""++(FE)"""	7
Oak - English oak	Quercus robur L.	2_Light	High	"""++(FE)"""	7
Black locust	Robinia pseudoacacia	2_Light	High	"""++(FE)"""	7
Buckthorn	Rhamnus cathartica L.	2_Light	High	"""++(SVD)"""	7
Alder buckthorn	Rhamnus frangula L.	2_Light	High	"""++(SVD)"""	7
Willow - White willow	Salix alba	2_Light	High	"""++(FE)"""	7
Willow - Goat willow	Salix caprea	2_Light	High	"""++(SVD)"""	7
Elder	Sambucus nigra L.	2_Light	High	"""++(SVD)"""	7
Red elder	Sambucus racemosa L.	2_Light	High	"""++ (MCFG)"""	7
Whitebeam	Sorbus aria	2_Light	High	"""++(FTA)"""	7
Rowan	Sorbus aucuparia L.	2_Light	High	"""++(FE)"""	7
Service tree	Sorbus domestica	2_Light	High	"""++ (MCFG, wijs)"""	7
Swedish whitebeam	Sorbus intermedia	2_Light	High	"""++(SVD)"""	7
Wild service tree	Sorbus torminalis	2_Light	High	"""++(FE)"""	7
Western red cedar	Thuja plicata  Donn ex D. Don	2_Light	High	"""++(FE)"""	7
Lime - Small-leaved lime	Tilia cordata Mill.	2_Light	High	"""++ (MCFG, wijs)"""	7
Lime - Large-leaved lime	Tilia platyphyllos Scop.	2_Light	High	"""++ (MCFG, wijs)"""	7
Lime - Common lime	Tilia x europaea L.	2_Light	High	"""++(SVD)"""	7
Elm - Wych elm	Ulmus glabra Huds.	2_Light	High	"""++(SVD)"""	7
Elm - European white elm	Ulmus laevis Pallas.	2_Light	High	"""++(SVD)"""	7
Elm - Field elm	Ulmus minor Mill.	2_Light	High	"""++(SVD)"""	7
Elm spp.	Ulmus spp.	2_Light	High	"""++(SVD)"""	7
Wayfaring tree	Viburnum lantana	2_Light	High	"""++(SVD)"""	7
Guelder rose	Viburnum opulus L.	2_Light	High	"""++ (MCFG)"""	7
Maple - Field maple	Acer campestre L.	2_Light	Early.or.late.budding	"""- (FEE)"""	2
Maple - Norway maple	Acer platanoides	2_Light	Early.or.late.budding	""" ++  (FEE)"""	7
Maple - Common maple	Acer pseudoplatanus L.	2_Light	Early.or.late.budding	""" ++  (FEE)"""	7
Alder - Common alder	Alnus glutinosa (L.) Gaertn.	2_Light	Early.or.late.budding	""" (+)  (FEE)"""	7
Alder - Grey alder	Alnus incana	2_Light	Early.or.late.budding	""" (+)  (SVD)"""	7
Alder - Italian alder	Alnus cordata	2_Light	Early.or.late.budding	""" (+)  (SVD)"""	7
Birch - Silver birch	Betula pendula Roth.	2_Light	Early.or.late.budding	"""-- (FEE)"""	1
Birch - Downy birch	Betula pubescens Ehrh.	2_Light	Early.or.late.budding	"""-- (FEE)"""	1
White, Pignut, and Bitternut Hickory, among others	Carya alba, glabra en cordiformisen andere spp.	2_Light	Early.or.late.budding	""" ++  (FEE)"""	7
European hornbeam	Carpinus betulus L.	2_Light	Early.or.late.budding	"""- (FEE)"""	2
Chestnut - Sweet chestnut	Castanea sativa	2_Light	Early.or.late.budding	"""(+) (FE)"""	7
Atlas cedar	Cedrus atlantica (Endl.) Carr	2_Light	Early.or.late.budding	"""-- (SVD)"""	1
Cornelian cherry	Cornus mas L.	2_Light	Early.or.late.budding	"""(+) (SVD)"""	7
Dogwood	Cornus sanguinea  L.	2_Light	Early.or.late.budding	"""(+) SVD"""	7
Common hazel	Corylus avellana L.	2_Light	Early.or.late.budding	"""- (SVD)"""	2
Turkish hazel	Corylus colurna	2_Light	Early.or.late.budding	"""-(SVD)"""	2
Hawthorn	Crataegus monogyna, Crataegus laevigata	2_Light	Early.or.late.budding	"""-(SVD)"""	2
Quince	Cydonia oblonga	2_Light	Early.or.late.budding	"""-(SVD)"""	2
European beech	Fagus sylvatica L.	2_Light	Early.or.late.budding	"""- (FEE)"""	2
European ash	Fraxinus excelsior L.	2_Light	Early.or.late.budding	"""++ (FE)"""	7
Sea buckthorn	Hippophae rhamnoides	2_Light	Early.or.late.budding	"""+ (SVD)"""	6
Holly	Ilex aquifolium L.	2_Light	Early.or.late.budding	"""-- (SVD)"""	1
Walnut - Black walnut	Juglans nigra	2_Light	Early.or.late.budding	"""- (FEE)"""	2
Walnut - Common walnut	Juglans regia	2_Light	Early.or.late.budding	""" + (FEE)"""	6
Walnut - Hybrid walnut	Juglans x intermedia	2_Light	Early.or.late.budding	"""+ (FE)"""	6
Tulip tree	Liriodendron tulipifera	2_Light	Early.or.late.budding	""" +  (FEE)"""	6
Wild apple	Malus sylvestris	2_Light	Early.or.late.budding	"""(+) (FE)"""	7
Medlar	Mespilus spp.	2_Light	Early.or.late.budding	"""-(SVD)"""	2
Mulberry	Morus spp.	2_Light	Early.or.late.budding	"""+(APM)"""	6
Pine - Scots pine	Pinus sylvestris L.	2_Light	Early.or.late.budding	"""--(FE)"""	1
Pine - Austrian pine	Pinus nigra Arn.	2_Light	Early.or.late.budding	"""--(FE)"""	1
Poplar - White poplar	Populus alba	2_Light	Early.or.late.budding	"""-(SVD)"""	2
"Poplar - Hybrid poplar \Marilandica\"""""	Populus euramericana	2_Light	Early.or.late.budding	"""+ (SVD)"""	6
"Poplar - Hybrid poplar \Serotina\"""""	Populus euramericana	2_Light	Early.or.late.budding	"""++ (SVD)"""	7
"Poplar - Hybrid poplar \Robusta\"""""	Populus euramericana	2_Light	Early.or.late.budding	"""(+) (SVD)"""	7
"Poplar - Hybrid poplar\Regenerata\"""""	Populus euramericana	2_Light	Early.or.late.budding	"""++ (SVD)"""	7
"Poplar - Hybrid poplar \Blauwe van Eksaarde\"""""	Populus euramericana	2_Light	Early.or.late.budding	"""+ (SVD)"""	6
"Poplar - Hybrid poplar \Muur\"""""	Populus euramericana	2_Light	Early.or.late.budding	"""(+) (SVD)"""	7
"Poplar - Hybrid poplar \Vesten\"""""	Populus euramericana	2_Light	Early.or.late.budding	"""+ (SVD)"""	6
"Poplar - Hybrid poplar \Oudenberg\"""""	Populus euramericana	2_Light	Early.or.late.budding	"""+ (SVD)"""	6
"Poplar - Hybrid poplar \Grimminge\"""""	Populus interamericana	2_Light	Early.or.late.budding	"""++ (SVD)"""	7
"Poplar - Hybrid poplar \Bakan\"""""	Populus asiamericana	2_Light	Early.or.late.budding	"""-- (SVD)"""	1
"Poplar - Hybrid poplar \Skado\"""""	Populus asiamericana	2_Light	Early.or.late.budding	"""-- (SVD)"""	1
"Poplar - Hybrid poplar \Dender\"""""	Populus asiamericana	2_Light	Early.or.late.budding	"""-(SVD)"""	2
"Poplar - Hybrid poplar \Marke\"""""	Populus asiamericana	2_Light	Early.or.late.budding	"""-(SVD)"""	2
"Poplar - Hybrid poplar \Remus\"""""	Populus euramericana	2_Light	Early.or.late.budding	"""+ (SVD)"""	6
Poplar - Black poplar	Populus nigra L.	2_Light	Early.or.late.budding	"""-(SVD)"""	2
Poplar - Aspen	Populus tremula L.	2_Light	Early.or.late.budding	"""--(FE)"""	1
Poplar - Grey poplar	Populus x canescens (Ait.) Smith.	2_Light	Early.or.late.budding	""" -  (FEE)"""	2
Bird cherry	Prunus padus L. 	2_Light	Early.or.late.budding	"""-(SVD)"""	2
Blackthorn	Prunus spinosa L.	2_Light	Early.or.late.budding	"""-(IBB)"""	2
Wild cherry	Prunus avium	2_Light	Early.or.late.budding	""" ++  (FEE)"""	7
Bush cherry	Prunus x fruticans	2_Light	Early.or.late.budding	"""-(IBB)"""	2
Common pear	Pyrus communis	2_Light	Early.or.late.budding	"""+ (SVD)"""	6
Oak - Sessile oak	Quercus petraea Lieblein	2_Light	Early.or.late.budding	""" ++  (FEE)"""	7
Oak - English oak	Quercus robur L.	2_Light	Early.or.late.budding	""" ++  (FEE)"""	7
Black locust	Robinia pseudoacacia	2_Light	Early.or.late.budding	"""++(FE)"""	7
Buckthorn	Rhamnus cathartica L.	2_Light	Early.or.late.budding	"""+(SVD)"""	6
Alder buckthorn	Rhamnus frangula L.	2_Light	Early.or.late.budding	"""+(SVD)"""	6
Willow - White willow	Salix alba	2_Light	Early.or.late.budding	"""- (FEE)"""	2
Willow - Goat willow	Salix caprea	2_Light	Early.or.late.budding	"""--(SVD)"""	1
Elder	Sambucus nigra L.	2_Light	Early.or.late.budding	"""-(SVD)"""	2
Red elder	Sambucus racemosa L.	2_Light	Early.or.late.budding	"""-(SVD)"""	2
Whitebeam	Sorbus aria	2_Light	Early.or.late.budding	"""-(SVD)"""	2
Rowan	Sorbus aucuparia L.	2_Light	Early.or.late.budding	"""-- (FEE)"""	1
Service tree	Sorbus domestica	2_Light	Early.or.late.budding	"""-(FTA)"""	2
Swedish whitebeam	Sorbus intermedia	2_Light	Early.or.late.budding	"""-(SVD)"""	2
Wild service tree	Sorbus torminalis	2_Light	Early.or.late.budding	""" ++  (FEE)"""	7
Western red cedar	Thuja plicata  Donn ex D. Don	2_Light	Early.or.late.budding	"""--(FE)"""	1
Lime - Small-leaved lime	Tilia cordata Mill.	2_Light	Early.or.late.budding	"""+(FE)"""	6
Lime - Large-leaved lime	Tilia platyphyllos Scop.	2_Light	Early.or.late.budding	"""+(FE)"""	6
Lime - Common lime	Tilia x europaea L.	2_Light	Early.or.late.budding	"""+(FE)"""	6
Elm - Wych elm	Ulmus glabra Huds.	2_Light	Early.or.late.budding	"""(-)(IBB)"""	3
Elm - European white elm	Ulmus laevis Pallas.	2_Light	Early.or.late.budding	"""(-)(IBB)"""	3
Elm - Field elm	Ulmus minor Mill.	2_Light	Early.or.late.budding	"""(-)(IBB)"""	3
Elm spp.	Ulmus spp.	2_Light	Early.or.late.budding	"""(-)(IBB)"""	3
Maple - Field maple	Acer campestre L.	3_Climate	Strong.wind	"""(+) (wijs)"""	7
Maple - Norway maple	Acer platanoides	3_Climate	Strong.wind	"""(+) (wijs)"""	7
Maple - Common maple	Acer pseudoplatanus L.	3_Climate	Strong.wind	"""(+) (wijs)"""	7
Chestnut - Horse chestnut	Aesculus hippocastanum	3_Climate	Strong.wind	"""(+) (wijs)"""	7
Alder - Common alder	Alnus glutinosa (L.) Gaertn.	3_Climate	Strong.wind	"""(+) (FE,wijs)"""	7
Alder - Grey alder	Alnus incana	3_Climate	Strong.wind	"""(+) (wijs)"""	7
Alder - Italian alder	Alnus cordata	3_Climate	Strong.wind	"""(+) (wijs)"""	7
Birch - Silver birch	Betula pendula Roth.	3_Climate	Strong.wind	"""(+) (wijs)"""	7
Birch - Downy birch	Betula pubescens Ehrh.	3_Climate	Strong.wind	"""(+) (wijs)"""	7
White, Pignut, and Bitternut Hickory, among others	Carya alba, glabra en cordiformisen andere spp.	3_Climate	Strong.wind	"""(+) (wijs)"""	7
European hornbeam	Carpinus betulus L.	3_Climate	Strong.wind	"""+ (FE,wijs)"""	6
Chestnut - Sweet chestnut	Castanea sativa	3_Climate	Strong.wind	"""(+) (FE,wijs)"""	7
Atlas cedar	Cedrus atlantica (Endl.) Carr	3_Climate	Strong.wind	"""- (FE)"""	2
Cornelian cherry	Cornus mas L.	3_Climate	Strong.wind	"""(+) (wijs)"""	7
Dogwood	Cornus sanguinea  L.	3_Climate	Strong.wind	"""(+) (wijs)"""	7
Common hazel	Corylus avellana L.	3_Climate	Strong.wind	"""- (PVB), (+) (wijs)"""	4.5
Turkish hazel	Corylus colurna	3_Climate	Strong.wind	"""(+) (wijs)"""	7
Hawthorn	Crataegus monogyna, Crataegus laevigata	3_Climate	Strong.wind	"""- (wijs)"""	2
Quince	Cydonia oblonga	3_Climate	Strong.wind	"""+ (wijs)"""	6
European spindle	Euonymus europaeus L.	3_Climate	Strong.wind	"""+ (MCFG)"""	6
European beech	Fagus sylvatica L.	3_Climate	Strong.wind	"""(-) (wijs)"""	3
European ash	Fraxinus excelsior L.	3_Climate	Strong.wind	"""+ (wijs)"""	6
Sea buckthorn	Hippophae rhamnoides	3_Climate	Strong.wind	"""++(IBB)"""	7
Holly	Ilex aquifolium L.	3_Climate	Strong.wind	"""-(SVD)"""	2
Walnut - Black walnut	Juglans nigra	3_Climate	Strong.wind	"""--(FE)"""	1
Walnut - Common walnut	Juglans regia	3_Climate	Strong.wind	"""--(FE)"""	1
Walnut - Hybrid walnut	Juglans x intermedia	3_Climate	Strong.wind	"""--(FE)"""	1
Tulip tree	Liriodendron tulipifera	3_Climate	Strong.wind	"""--(FE)"""	1
Wild apple	Malus sylvestris	3_Climate	Strong.wind	"""+(wijs)"""	6
Medlar	Mespilus spp.	3_Climate	Strong.wind	"""+(wijs)"""	6
Mulberry	Morus spp.	3_Climate	Strong.wind	"""-(SVD)"""	2
Pine - Scots pine	Pinus sylvestris L.	3_Climate	Strong.wind	"""-(FE)"""	2
Pine - Austrian pine	Pinus nigra Arn.	3_Climate	Strong.wind	"""+(FE)"""	6
Poplar - White poplar	Populus alba	3_Climate	Strong.wind	"""++(FTA)"""	7
"Poplar - Hybrid poplar \Marilandica\"""""	Populus euramericana	3_Climate	Strong.wind	"""+ (SVD)"""	6
"Poplar - Hybrid poplar \Serotina\"""""	Populus euramericana	3_Climate	Strong.wind	"""+ (SVD)"""	6
"Poplar - Hybrid poplar \Robusta\"""""	Populus euramericana	3_Climate	Strong.wind	"""+ (SVD)"""	6
"Poplar - Hybrid poplar\Regenerata\"""""	Populus euramericana	3_Climate	Strong.wind	"""+ (SVD)"""	6
"Poplar - Hybrid poplar \Blauwe van Eksaarde\"""""	Populus euramericana	3_Climate	Strong.wind	"""+ (SVD)"""	6
"Poplar - Hybrid poplar \Muur\"""""	Populus euramericana	3_Climate	Strong.wind	"""+ (SVD)"""	6
"Poplar - Hybrid poplar \Vesten\"""""	Populus euramericana	3_Climate	Strong.wind	"""+ (SVD)"""	6
"Poplar - Hybrid poplar \Oudenberg\"""""	Populus euramericana	3_Climate	Strong.wind	"""+ (SVD)"""	6
"Poplar - Hybrid poplar \Grimminge\"""""	Populus interamericana	3_Climate	Strong.wind	"""+ (SVD)"""	6
"Poplar - Hybrid poplar \Bakan\"""""	Populus asiamericana	3_Climate	Strong.wind	"""-- (SVD)"""	1
"Poplar - Hybrid poplar \Skado\"""""	Populus asiamericana	3_Climate	Strong.wind	"""-- (SVD)"""	1
"Poplar - Hybrid poplar \Dender\"""""	Populus asiamericana	3_Climate	Strong.wind	"""- (SVD)"""	2
"Poplar - Hybrid poplar \Marke\"""""	Populus asiamericana	3_Climate	Strong.wind	"""- (SVD)"""	2
"Poplar - Hybrid poplar \Remus\"""""	Populus euramericana	3_Climate	Strong.wind	"""+ (SVD)"""	6
Poplar - Black poplar	Populus nigra L.	3_Climate	Strong.wind	"""+(wijs)"""	6
Poplar - Aspen	Populus tremula L.	3_Climate	Strong.wind	"""++(FE)"""	7
Poplar - Grey poplar	Populus x canescens (Ait.) Smith.	3_Climate	Strong.wind	"""+(wijs)"""	6
Bird cherry	Prunus padus L. 	3_Climate	Strong.wind	"""(-)(wijs)"""	3
Blackthorn	Prunus spinosa L.	3_Climate	Strong.wind	"""+(SVD)"""	6
Wild cherry	Prunus avium	3_Climate	Strong.wind	"""--(FE)"""	1
Bush cherry	Prunus x fruticans	3_Climate	Strong.wind	"""+(SVD)"""	6
Common pear	Pyrus communis	3_Climate	Strong.wind	"""+(FE)"""	6
Oak - Sessile oak	Quercus petraea Lieblein	3_Climate	Strong.wind	"""+(wijs)"""	6
Oak - English oak	Quercus robur L.	3_Climate	Strong.wind	"""-(FE)"""	2
Black locust	Robinia pseudoacacia	3_Climate	Strong.wind	"""-(FE)"""	2
Buckthorn	Rhamnus cathartica L.	3_Climate	Strong.wind	"""+(IBB)"""	6
Alder buckthorn	Rhamnus frangula L.	3_Climate	Strong.wind	"""+(IBB)"""	6
Willow - White willow	Salix alba	3_Climate	Strong.wind	"""+(wijs)"""	6
Willow - Goat willow	Salix caprea	3_Climate	Strong.wind	"""+(wijs)"""	6
Elder	Sambucus nigra L.	3_Climate	Strong.wind	"""+(IBB)"""	6
Red elder	Sambucus racemosa L.	3_Climate	Strong.wind	"""+(IBB)"""	6
Whitebeam	Sorbus aria	3_Climate	Strong.wind	"""+(wijs)"""	6
Rowan	Sorbus aucuparia L.	3_Climate	Strong.wind	"""(-)(wijs)"""	3
Service tree	Sorbus domestica	3_Climate	Strong.wind	"""+(wijs)"""	6
Swedish whitebeam	Sorbus intermedia	3_Climate	Strong.wind	"""+(wijs)"""	6
Wild service tree	Sorbus torminalis	3_Climate	Strong.wind	"""+(wijs,FE)"""	6
Western red cedar	Thuja plicata  Donn ex D. Don	3_Climate	Strong.wind	"""+(FE)"""	6
Lime - Small-leaved lime	Tilia cordata Mill.	3_Climate	Strong.wind	"""+(wijs)"""	6
Lime - Large-leaved lime	Tilia platyphyllos Scop.	3_Climate	Strong.wind	"""+(wijs)"""	6
Lime - Common lime	Tilia x europaea L.	3_Climate	Strong.wind	"""+(wijs)"""	6
Elm - Wych elm	Ulmus glabra Huds.	3_Climate	Strong.wind	"""+(wijs)"""	6
Elm - European white elm	Ulmus laevis Pallas.	3_Climate	Strong.wind	"""+(SVD)"""	6
Elm - Field elm	Ulmus minor Mill.	3_Climate	Strong.wind	"""+(SVD)"""	6
Elm spp.	Ulmus spp.	3_Climate	Strong.wind	"""+(SVD)"""	6
Wayfaring tree	Viburnum lantana	3_Climate	Strong.wind	"""+(SVD)"""	6
Guelder rose	Viburnum opulus L.	3_Climate	Strong.wind	"""+(SVD)"""	6
Maple - Field maple	Acer campestre L.	3_Climate	Salty.sea.breeze	"""(-) (wijs)"""	3
Maple - Norway maple	Acer platanoides	3_Climate	Salty.sea.breeze	"""(-) (wijs)"""	3
Maple - Common maple	Acer pseudoplatanus L.	3_Climate	Salty.sea.breeze	"""+ (wijs)"""	6
Chestnut - Horse chestnut	Aesculus hippocastanum	3_Climate	Salty.sea.breeze	"""- (wijs)"""	2
Alder - Common alder	Alnus glutinosa (L.) Gaertn.	3_Climate	Salty.sea.breeze	"""(+) (wijs)"""	7
Alder - Grey alder	Alnus incana	3_Climate	Salty.sea.breeze	"""(-) (wijs)"""	3
Alder - Italian alder	Alnus cordata	3_Climate	Salty.sea.breeze	"""(+) (wijs)"""	7
Birch - Silver birch	Betula pendula Roth.	3_Climate	Salty.sea.breeze	"""- (wijs)"""	2
Birch - Downy birch	Betula pubescens Ehrh.	3_Climate	Salty.sea.breeze	"""- (wijs)"""	2
White, Pignut, and Bitternut Hickory, among others	Carya alba, glabra en cordiformisen andere spp.	3_Climate	Salty.sea.breeze	"""(-) (wijs)"""	3
European hornbeam	Carpinus betulus L.	3_Climate	Salty.sea.breeze	"""- (wijs)"""	2
Chestnut - Sweet chestnut	Castanea sativa	3_Climate	Salty.sea.breeze	"""- (wijs)"""	2
Atlas cedar	Cedrus atlantica (Endl.) Carr	3_Climate	Salty.sea.breeze	"""- (wijs)"""	2
Cornelian cherry	Cornus mas L.	3_Climate	Salty.sea.breeze	"""+ (wijs)"""	6
Dogwood	Cornus sanguinea  L.	3_Climate	Salty.sea.breeze	"""(-) (wijs)"""	3
Common hazel	Corylus avellana L.	3_Climate	Salty.sea.breeze	"""(-) (wijs)"""	3
Turkish hazel	Corylus colurna	3_Climate	Salty.sea.breeze	"""(-) (wijs)"""	3
Hawthorn	Crataegus monogyna, Crataegus laevigata	3_Climate	Salty.sea.breeze	"""(-) (wijs)"""	3
Quince	Cydonia oblonga	3_Climate	Salty.sea.breeze	"""(-) (wijs)"""	3
European spindle	Euonymus europaeus L.	3_Climate	Salty.sea.breeze	"""+ (MCFG)"""	6
European beech	Fagus sylvatica L.	3_Climate	Salty.sea.breeze	"""-- (wijs)"""	1
European ash	Fraxinus excelsior L.	3_Climate	Salty.sea.breeze	"""+ (wijs)"""	6
Sea buckthorn	Hippophae rhamnoides	3_Climate	Salty.sea.breeze	"""++(IBB)"""	7
Holly	Ilex aquifolium L.	3_Climate	Salty.sea.breeze	"""-(SVD)"""	2
Walnut - Black walnut	Juglans nigra	3_Climate	Salty.sea.breeze	"""--(FE)"""	1
Walnut - Common walnut	Juglans regia	3_Climate	Salty.sea.breeze	"""--(FE)"""	1
Walnut - Hybrid walnut	Juglans x intermedia	3_Climate	Salty.sea.breeze	"""--(FE)"""	1
