English.name	Scientific.name	sheet	choice	cellcontent	value
"Poplar - Hybrid poplar \Remus\"""""	Populus euramericana	1b_Soilinteractions	Promoting.soil.fertility	"""++(SVD)"""	7
Poplar - Black poplar	Populus nigra L.	1b_Soilinteractions	Promoting.soil.fertility	"""++(SVD)"""	7
Poplar - Aspen	Populus tremula L.	1b_Soilinteractions	Promoting.soil.fertility	"""++(FE)"""	7
Poplar - Grey poplar	Populus x canescens (Ait.) Smith.	1b_Soilinteractions	Promoting.soil.fertility	"""++(FE)"""	7
Bird cherry	Prunus padus L. 	1b_Soilinteractions	Promoting.soil.fertility	"""+(wijs)"""	6
Blackthorn	Prunus spinosa L.	1b_Soilinteractions	Promoting.soil.fertility	"""+(SVD)"""	6
Wild cherry	Prunus avium	1b_Soilinteractions	Promoting.soil.fertility	"""++(FE)"""	7
Bush cherry	Prunus x fruticans	1b_Soilinteractions	Promoting.soil.fertility	"""+(SVD)"""	6
Common pear	Pyrus communis	1b_Soilinteractions	Promoting.soil.fertility	"""++(FE)"""	7
Oak - Sessile oak	Quercus petraea Lieblein	1b_Soilinteractions	Promoting.soil.fertility	"""-(wijs)"""	2
Oak - English oak	Quercus robur L.	1b_Soilinteractions	Promoting.soil.fertility	"""-(wijs)"""	2
Black locust	Robinia pseudoacacia	1b_Soilinteractions	Promoting.soil.fertility	"""++ (wijs)"""	7
Buckthorn	Rhamnus cathartica L.	1b_Soilinteractions	Promoting.soil.fertility	"""+(SVD)"""	6
Alder buckthorn	Rhamnus frangula L.	1b_Soilinteractions	Promoting.soil.fertility	"""+(SVD)"""	6
Willow - White willow	Salix alba	1b_Soilinteractions	Promoting.soil.fertility	"""++ (wijs)"""	7
Willow - Goat willow	Salix caprea	1b_Soilinteractions	Promoting.soil.fertility	"""++ (wijs)"""	7
Elder	Sambucus nigra L.	1b_Soilinteractions	Promoting.soil.fertility	"""++ (SVD)"""	7
Red elder	Sambucus racemosa L.	1b_Soilinteractions	Promoting.soil.fertility	"""+(SVD)"""	6
Whitebeam	Sorbus aria	1b_Soilinteractions	Promoting.soil.fertility	"""+(wijs)"""	6
Rowan	Sorbus aucuparia L.	1b_Soilinteractions	Promoting.soil.fertility	"""+(wijs)"""	6
Service tree	Sorbus domestica	1b_Soilinteractions	Promoting.soil.fertility	"""+(wijs)"""	6
Swedish whitebeam	Sorbus intermedia	1b_Soilinteractions	Promoting.soil.fertility	"""+(wijs)"""	6
Wild service tree	Sorbus torminalis	1b_Soilinteractions	Promoting.soil.fertility	"""+(FE,wijs)"""	6
Western red cedar	Thuja plicata  Donn ex D. Don	1b_Soilinteractions	Promoting.soil.fertility	"""--(FE)"""	1
Lime - Small-leaved lime	Tilia cordata Mill.	1b_Soilinteractions	Promoting.soil.fertility	"""+(wijs)"""	6
Lime - Large-leaved lime	Tilia platyphyllos Scop.	1b_Soilinteractions	Promoting.soil.fertility	"""+(wijs)"""	6
Lime - Common lime	Tilia x europaea L.	1b_Soilinteractions	Promoting.soil.fertility	"""+(wijs)"""	6
Elm - Wych elm	Ulmus glabra Huds.	1b_Soilinteractions	Promoting.soil.fertility	"""++(IBB)"""	7
Elm - European white elm	Ulmus laevis Pallas.	1b_Soilinteractions	Promoting.soil.fertility	"""++(IBB)"""	7
Elm - Field elm	Ulmus minor Mill.	1b_Soilinteractions	Promoting.soil.fertility	"""++(IBB)"""	7
Elm spp.	Ulmus spp.	1b_Soilinteractions	Promoting.soil.fertility	"""++(IBB)"""	7
Wayfaring tree	Viburnum lantana	1b_Soilinteractions	Promoting.soil.fertility	"""++(SVD)"""	7
Guelder rose	Viburnum opulus L.	1b_Soilinteractions	Promoting.soil.fertility	"""++(SVD)"""	7
Maple - Field maple	Acer campestre L.	1b_Soilinteractions	Tolerates.pavement.in.cities	"""+(FE, wijs)"""	6
Maple - Norway maple	Acer platanoides	1b_Soilinteractions	Tolerates.pavement.in.cities	"""- (FE, wijs)"""	2
Maple - Common maple	Acer pseudoplatanus L.	1b_Soilinteractions	Tolerates.pavement.in.cities	"""- (FE, wijs)"""	2
Chestnut - Horse chestnut	Aesculus hippocastanum	1b_Soilinteractions	Tolerates.pavement.in.cities	"""(+) (wijs)"""	7
Alder - Common alder	Alnus glutinosa (L.) Gaertn.	1b_Soilinteractions	Tolerates.pavement.in.cities	"""+- (FE,wijs)"""	4
Alder - Grey alder	Alnus incana	1b_Soilinteractions	Tolerates.pavement.in.cities	"""- (wijs)"""	2
Alder - Italian alder	Alnus cordata	1b_Soilinteractions	Tolerates.pavement.in.cities	"""(+) (wijs)"""	7
Birch - Silver birch	Betula pendula Roth.	1b_Soilinteractions	Tolerates.pavement.in.cities	"""(-) (FE)"""	3
Birch - Downy birch	Betula pubescens Ehrh.	1b_Soilinteractions	Tolerates.pavement.in.cities	"""- (wijs)"""	2
White, Pignut, and Bitternut Hickory, among others	Carya alba, glabra en cordiformisen andere spp.	1b_Soilinteractions	Tolerates.pavement.in.cities	"""+ (FE)"""	6
European hornbeam	Carpinus betulus L.	1b_Soilinteractions	Tolerates.pavement.in.cities	"""+ (FE)"""	6
Chestnut - Sweet chestnut	Castanea sativa	1b_Soilinteractions	Tolerates.pavement.in.cities	"""-- (FE,wijs)"""	1
Atlas cedar	Cedrus atlantica (Endl.) Carr	1b_Soilinteractions	Tolerates.pavement.in.cities	"""-- (FE)"""	1
Cornelian cherry	Cornus mas L.	1b_Soilinteractions	Tolerates.pavement.in.cities	"""- (wijs)"""	2
Dogwood	Cornus sanguinea  L.	1b_Soilinteractions	Tolerates.pavement.in.cities	"""- (wijs)"""	2
Common hazel	Corylus avellana L.	1b_Soilinteractions	Tolerates.pavement.in.cities	"""- (wijs)"""	2
Turkish hazel	Corylus colurna	1b_Soilinteractions	Tolerates.pavement.in.cities	"""(+) (wijs)"""	7
Hawthorn	Crataegus monogyna, Crataegus laevigata	1b_Soilinteractions	Tolerates.pavement.in.cities	"""- (wijs)"""	2
Quince	Cydonia oblonga	1b_Soilinteractions	Tolerates.pavement.in.cities	"""- (wijs)"""	2
European spindle	Euonymus europaeus L.	1b_Soilinteractions	Tolerates.pavement.in.cities	"""- (wijs)"""	2
European beech	Fagus sylvatica L.	1b_Soilinteractions	Tolerates.pavement.in.cities	"""- (wijs)"""	2
European ash	Fraxinus excelsior L.	1b_Soilinteractions	Tolerates.pavement.in.cities	"""- (wijs)"""	2
Sea buckthorn	Hippophae rhamnoides	1b_Soilinteractions	Tolerates.pavement.in.cities	""" - (SVD)"""	2
Holly	Ilex aquifolium L.	1b_Soilinteractions	Tolerates.pavement.in.cities	"""-(SVD)"""	2
Walnut - Black walnut	Juglans nigra	1b_Soilinteractions	Tolerates.pavement.in.cities	"""--(FE)"""	1
Walnut - Common walnut	Juglans regia	1b_Soilinteractions	Tolerates.pavement.in.cities	"""--(FE)"""	1
